age,pages_viewed,session_time,cart_additions,email_click_rate,notification_response_rate,estimated_order_value,actual_order_value,discount_usage_ratio,return_rate,conversion
50,12,24.603085371303138,2,0.2507502154096961,0.3668732271342323,1042.3761887531625,0.0,0.1450321573019636,0.04760920120517943,0
29,9,29.381989264041184,2,0.22033644287460424,0.18360296728580958,840.247990504793,0.0,0.2242185232118261,0.031621842745857165,0
39,11,25.721034203326145,1,0.18253869165173642,0.32560032022570307,903.2886503965295,955.7902866841819,0.429514829367804,0.009320165737563776,1
42,10,25.214789552070638,1,0.34754661815743154,0.2568076286501226,862.9843635667943,960.5711397521026,0.09025108810238568,0.0012947675765247676,1
44,9,38.36765674753677,1,0.292715736185191,0.23275033811921939,387.5617949535242,0.0,0.30635016410851823,0.014569041244918092,0
59,4,6.3149120237727185,1,0.4327251008787881,0.19447740916216363,698.3209569105833,0.0,0.2830981046703818,0.1220601958470141,0
45,6,18.56266955850988,0,0.3120257748435071,0.15133847322852523,637.6075388412852,0.0,0.08817461943381281,0.0628471293008646,0
33,8,20.03758627246884,2,0.23747765395327974,0.22500977574678394,1338.645141082202,1577.1759689560893,0.503325485486376,0.060436825606012795,1
32,8,20.30380742287894,2,0.4161702283194799,0.19875819265624728,1333.185791997731,1301.8667182970842,0.22958310870470303,0.044308297772886474,1
20,9,20.190837866984538,1,0.025164364409141715,0.25925164511448007,1160.561242774455,0.0,0.5662321640943795,0.1380797202715639,0
54,6,11.42730156200698,1,0.0,0.13025497904563427,990.0472970185426,1078.3816260681813,0.5303896935097347,0.003823373300367657,1
24,8,12.827559881401417,1,0.061826678752042896,0.2348325050181284,697.2004504256137,0.0,0.4930069839185554,0.0471736360516828,0
38,8,35.7046921497589,2,0.24847173448424084,0.2905962938945921,1173.4102717477122,0.0,0.43453757971253326,0.1215478266004406,0
26,8,27.8487846027221,2,0.3587202177270818,0.18267260015209566,888.440536316086,911.6997639042796,0.2118173854524423,0.04497698594407445,1
56,8,30.6529273598487,1,0.0,0.32409824340741483,901.6104929164705,985.6468775324406,0.43898909131965724,0.02314401605464346,1
35,11,18.645075876898005,3,0.29825846822381796,0.33495651345599076,1563.7468046655836,1782.4647114780687,0.38722736446659145,0.10767877338841957,1
21,8,12.35609792411465,1,0.24681332968869543,0.12928505486156466,795.0632823258472,650.6726476270139,0.518164497517631,0.03512031232405131,1
42,10,33.00866061958333,1,0.3205443165809015,0.17415942976210752,646.8501836873434,0.0,0.2766772167381512,0.0158795158385753,0
31,8,29.371953341604442,1,0.013862700336904066,0.11595716620955959,860.4751371869229,0.0,0.11693321575101889,0.010693933934641209,0
26,6,16.107592792056572,1,0.692289998593817,0.2923079443869673,610.5457383082892,660.0040425216674,0.1873749818358179,0.09559647957289832,1
43,9,23.969387934466045,1,0.3048760540164474,0.2627878024176863,955.4401822739014,1128.8014508462495,0.27086714424947805,0.06467363725426815,1
19,13,34.49470133177474,3,0.11742318667536453,0.0898872977253955,640.0685050136076,707.4387466880099,0.6173291950633356,0.024625118036094306,1
37,5,9.791337719415314,1,0.3194161936144994,0.184795475326681,821.0312365300169,0.0,0.23668071088099582,0.024635855846283847,0
45,10,37.61740533602207,3,0.5242260189591164,0.28083218385149383,1160.6936768050919,1096.7691168026938,0.3332742538189104,0.08678269133764638,1
24,8,17.16462557616933,2,0.10700259092670936,0.2612951968385265,1136.3417752206,1097.3329837517363,0.37543268513553213,0.040205516048722904,1
25,10,24.732314879288737,1,0.07577960601598763,0.3710153713537796,713.2593165378897,0.0,0.2665608801234409,0.09732626130381034,0
52,11,38.65157133966426,3,0.28229401904586027,0.13480804345815922,800.8091474383685,0.0,0.32310253081736096,0.057664257691485976,0
31,7,10.502198926761015,2,0.2950945785709781,0.24911032316356296,1173.2830531075786,1308.3986737336816,0.24181326078649704,0.015358475278005494,1
34,12,45.58525869455926,1,0.4064107225712411,0.1498240013538825,656.9028046550685,751.410941488898,0.25847372014064196,0.13170413409463005,1
53,7,29.38098971360192,2,0.5212939273977522,0.26101535175075036,941.0141705067023,786.5138303513072,0.5702696348637352,0.14434436908036152,1
57,10,16.548521257898038,1,0.4170001248096035,0.2318946122646693,1084.4887437445275,986.0851184636222,0.30166068549784314,0.08889025924703582,1
21,10,32.74871419380854,3,0.09184697256326427,0.2771757906895708,866.9828797667556,812.765998570035,0.18324447014716755,0.06779007653743771,1
19,8,21.80301527554417,2,0.1393437246921688,0.20908479449656767,1111.0637245941607,894.7905797534008,0.04910621284809011,0.029454393075048407,1
23,8,13.883121393443334,3,0.18025490255539117,0.32623277769347436,1268.607300524338,0.0,0.25646909568036597,0.028685295573587028,0
59,9,31.920236657647944,2,0.4166513207185947,0.17853199110726148,1080.3116808747566,1019.2950961342003,0.17283516034149563,0.066843752261569,1
21,13,43.380426284026115,4,0.39100591500830234,0.14847280525209927,956.8015383393026,966.5188800106257,0.05464928549434958,0.09210038181157713,1
46,8,27.423847853194033,0,0.48923054763258134,0.2725224989905805,726.3550401849462,610.1909644339273,0.7196502683226194,0.09371970720479929,1
35,5,19.702430475555662,1,0.3837170310178569,0.4353869844466338,817.3392191363272,789.220389600849,0.2083171649873312,0.06235141586229482,1
43,8,18.886055414635877,1,0.2058793274326865,0.09786786179508275,1459.7694491555155,1516.6513877580367,0.09206672582112363,0.07800122140665901,1
51,8,28.249633714425165,2,0.27047989839970665,0.1355447583320744,782.8101662409505,877.942039071692,0.03204534035125589,0.00801618526444177,1
27,8,29.839624669998653,1,0.08078673801079878,0.27315536239781063,690.1684486101839,0.0,0.16472797606514794,0.04001048864985453,0
53,6,12.038669362798903,2,0.39422163305733826,0.36272250905510406,828.5435665156747,797.0113757749812,0.42368686231105235,0.07033864412796978,1
31,8,34.9696050014986,0,0.20609102311192296,0.2806434451038662,756.3864226375288,722.9639998558899,0.08658241791584802,0.10604222380255081,1
48,7,17.639601938450788,1,0.483644742728437,0.18920032935148293,1240.0115321319413,0.0,0.28995180607005305,0.22868338323165793,0
32,8,29.12899743556027,3,0.39004454702310537,0.29202954940682546,984.6317799141905,0.0,0.6210260097498591,0.13066359100695418,0
25,8,30.09648303086118,1,0.590699928937367,0.30163320184727405,996.5873156451778,0.0,0.22003125721116915,0.010962185770626853,0
31,12,36.14511309502952,3,0.36296938651225763,0.1819810348186153,1088.9743593339867,0.0,0.1841881400907655,0.03882016863190687,0
40,11,20.747671102318048,1,0.36016098753799847,0.3324845545396372,1273.1057204327894,0.0,0.26424348384396334,0.11992438040160486,0
57,9,20.942899175274572,1,0.27262225598176293,0.24654832562910034,830.8526869640555,0.0,0.18192502663109944,0.18337185446260293,0
38,12,26.43289028383414,1,0.24231362963673206,0.07503027344686874,1095.6563797345693,1145.5653952889902,0.4417315296229986,0.0623806850942347,1
33,8,24.447415918022116,1,0.26120222382206026,0.23651698160890675,1287.015961152249,0.0,0.05831390419211807,0.05908113037525503,0
35,12,27.40567935589225,3,0.44987220371133957,0.19309372421332535,1572.5991075089396,1574.1885165419164,0.1302870949408008,0.037795491077236454,1
41,5,15.701557154366967,1,0.09770843007267571,0.38048918780469804,1031.0598962655504,886.9698442991016,0.10041704623897577,0.15295988676963354,1
43,7,16.552341842127692,2,0.30949908040048435,0.11710487276763915,1279.1438236117767,1205.9207709959874,0.21161265710587496,0.04359605109969487,1
42,9,13.5264366092763,1,0.05005029406329492,0.20168765910947622,1549.4913688487968,1518.5195636597562,0.5106462953671654,0.014281665234907776,1
58,13,33.66701261752185,2,0.3559462723341451,0.27572067956866336,1180.1895803668287,0.0,0.23700858899955016,0.021315278680437436,0
46,7,23.243867916972206,1,0.2312205576416198,0.49190382709280517,756.4343896443139,0.0,0.39517803565534,0.03880182778212745,0
32,7,26.74763230728357,0,0.3755432948251553,0.4454924458632138,927.6193654796731,1017.2099298512732,0.14134775263420402,0.037492568012527934,1
18,9,14.265840446459322,3,0.1886252775502743,0.24547624856200814,1292.0244551324868,1279.955623514602,0.2150230210051723,0.017058718574219475,1
42,11,25.024329022327557,2,0.26145323649988905,0.2849292681583394,1266.7115329891792,1349.6565370673584,0.3107612277651894,0.09365870948189167,1
24,10,44.56386360143003,3,0.39485341723246165,0.3101984854377598,793.4758136624367,728.5741835869542,0.3114235839277612,0.18197194945803263,1
26,14,31.9962463182831,1,0.31888219170835813,0.14875645087145267,860.8429790231979,0.0,0.25716451148841973,0.13155028874725677,0
41,9,34.484336726537734,1,0.5314190003926829,0.2510142386195965,741.0855316513807,642.7303606895135,0.4067373447996428,0.006259258783321283,1
18,12,36.337450262671595,2,0.22776808034240445,0.385621755988363,1091.6177391683866,1189.2531498261615,0.08616061573841209,0.007346293337314519,1
25,11,20.531741473826667,1,0.214801846639469,0.26416134226933463,1283.5194437791574,1106.358116964709,0.44013204129423605,0.1165002846067526,1
41,12,41.16240464382192,3,0.4855187715155441,0.44498047974870697,1007.734830324894,0.0,0.12277298637588915,0.12055526281288609,0
28,14,61.58631579468355,5,0.24492202005642388,0.2054361326629845,1422.6017051706647,1564.1937138415396,0.18385351345611387,0.3716807439541193,1
34,7,29.123409687728966,0,0.2380172594572939,0.2411347520832185,286.381206924937,312.6269805775947,0.5744432073025372,0.02890684973287763,1
25,13,46.42141872570955,2,0.3574652259509245,0.24192985201306164,781.2609204271494,663.9186009785161,0.18764154018320758,0.11046618434475004,1
52,8,24.29155840664895,1,0.27542192097551355,0.1198656012138494,1026.9616989718145,0.0,0.14713491241956894,0.1529937679391014,0
52,10,24.579990166486443,2,0.25326820108213316,0.3605971253047087,697.7124947110318,0.0,0.03441252345167796,0.15161264991231652,0
50,6,15.425399278195908,1,0.19605064009534978,0.21662530176116981,906.4793953177009,0.0,0.015345872204994998,0.061876686352045414,0
22,9,22.847582003951374,2,0.5043487423522031,0.27581158643355186,1097.7684458121428,0.0,0.17838384331183096,0.04340701873242216,0
59,11,46.92870536536795,3,0.27740349058373115,0.1901623765940311,627.1237934306164,502.5718468225198,0.11820939839916206,0.07497479823078569,1
56,10,21.339373770853115,2,0.2156777415928241,0.42251633222530016,1345.758079414755,1188.8182221017926,0.06793052939836959,0.013333645145140884,1
58,3,7.902268575155682,0,0.2554674621396104,0.3732655983950091,751.9922437942895,0.0,0.30135975276154686,0.20134555139745428,0
45,9,25.163007361841913,3,0.35323822481297057,0.25583509604513954,1548.428039324344,1391.78788893954,0.5028008417154693,0.006739881746620392,1
24,8,21.8136238890065,1,0.5191926029606175,0.12758058833225888,960.1574644212128,982.0848007349638,0.19699634829444768,0.1137144564276833,1
26,5,7.562973717607794,0,0.2746321281620474,0.32439519130567585,914.1722479583358,806.52178128391,0.7952446097620245,0.05869489379435145,1
25,9,20.81628657672095,1,0.17058085599508785,0.35829756958641057,867.8504982204803,837.5771230887467,0.16215439487103325,0.011329605335179377,1
29,14,41.93987920733598,1,0.5878303881400764,0.15726860338856827,685.17815955522,0.0,0.3140401246930699,0.023249491480446704,0
51,6,22.68887967258631,1,0.3203326446613889,0.2356605981181162,985.71728792626,0.0,0.5837487829631608,0.08031699482090089,0
50,5,16.04210978070881,1,0.28411089202184364,0.25768474661217095,738.6256189799578,0.0,0.2643959184236448,0.01081978427006276,0
40,10,26.545860137538536,1,0.3107751896861946,0.3586977491259521,927.9595422087683,0.0,0.15232994858871762,0.04680231075538856,0
41,5,17.477113153480527,1,0.11318100234737657,0.23486551832506747,1033.228601499052,1226.4044709950429,0.28117139308499006,0.19936468192498435,1
54,7,24.48375736537311,1,0.29318915007463847,0.34620431221530246,860.4950078838212,0.0,0.3692913814651275,0.007295002011893891,0
52,9,20.19396643421776,1,0.41394119514381367,0.17271036999839967,856.3888880023015,758.9224553485172,0.21887003174319408,0.04194907378366274,1
57,12,21.735869298215448,3,0.48301803790584363,0.1444572215222568,1289.216557995012,0.0,0.15407631222125034,0.020078461692903497,0
39,9,35.1859547253539,2,0.24626842542035005,0.4331521141573898,724.880030131593,596.743006059007,0.13726866499810456,0.13674931681012403,1
44,5,15.446735690005386,0,0.3281930129274345,0.11875580004395789,867.4073495330531,0.0,0.4839788437366478,0.004407157848863585,0
52,7,14.207020000890985,2,0.485696061816816,0.17487663303169876,1021.6424556274326,883.5885671707778,0.316326990826823,0.11027645747092271,1
18,10,22.862131973364157,1,0.3056293272821677,0.3284952923919556,556.6405298247591,593.3309858178576,0.5575698382701885,0.01799889034994297,1
52,10,37.99273477752111,3,0.4079212096679462,0.1969346782747027,1033.8699254523021,0.0,0.22138745307763552,0.0004661684925819326,0
54,7,24.218720076748166,2,0.363646690895677,0.19426895573874803,1116.8411930693453,1268.2962789621124,0.2932872896027742,0.09629700449984589,1
31,11,47.690496613191584,3,0.2003586181818493,0.23024782947258904,597.3730305151248,652.5920669543767,0.48462896880132345,0.0004568973720450664,1
20,7,20.263895711809905,2,0.1625798124162633,0.034402522170853655,832.7392719993146,723.5957653621826,0.07301614312720503,0.030194715081976974,1
18,5,8.282799448085738,1,0.45889818529254967,0.36205984632596183,1061.2494652054068,0.0,0.37401606680293203,0.2289371438166659,0
22,5,18.006343011339485,0,0.0,0.2675884257632635,693.9916584816955,615.4570590615537,0.16372469674927398,0.14791470798642853,1
43,9,20.382590384156465,1,0.19970657061541403,0.16885595087857302,1188.5294989578701,1031.2967572066661,0.19582195561872023,0.08581252219948805,1
31,10,24.715636603727393,2,0.09070492963681309,0.07836964811865912,987.508367565687,0.0,0.12181501902898273,0.011275116267212705,0
56,11,22.989392374303343,4,0.45911908304922194,0.11346432190893235,1584.978584544287,1340.0398200272273,0.3702928680750487,0.2727876587641571,1
44,14,33.975286781121916,3,0.5047172208789117,0.09056971775035663,999.4840898339975,1080.9929623434514,0.34466698589896566,0.18916489755230367,1
26,12,47.861297122085446,4,0.19135010811326902,0.2727260637475263,1065.2722910136097,1274.9697031260723,0.5591335601765969,0.05333687021873426,1
32,9,29.071259235293457,1,0.7147354714731696,0.27372420656059193,911.0763773877849,975.140472255104,0.36969296103193383,0.3068006425927464,1
32,12,21.929534757805406,4,0.5065824813554269,0.3112158701696437,1110.8681986935364,1203.500022309734,0.6414946644259861,0.2693241341589028,1
43,2,6.519622040349389,0,0.3295732959054791,0.3232586937551608,506.8196689024925,564.1328195800537,0.4427981654618046,0.03520868197573253,1
59,15,51.010350999920874,3,0.5249984271361748,0.31281638804783896,888.650228907069,1026.9282455830974,0.1840399508117142,0.09233781213739876,1
30,11,45.69918181266469,4,0.20374075602635905,0.40378426661583755,1151.6405833167448,1044.643840135844,0.08734129527723562,0.282392112981104,1
49,10,40.789363307928696,1,0.25851138994907485,0.36952414579113774,625.2425801103913,0.0,0.07732894497040932,0.0006512856080863591,0
56,11,18.574878835912994,4,0.3694815614143691,0.34583941484353364,1468.2953605718776,1301.8710931322514,0.19102319847151067,0.16103067740529017,1
49,7,28.700659994504328,2,0.19619224889758952,0.2736779596726347,1174.2314301274814,1186.273184211203,0.3688216740066693,0.22641231047281557,1
21,13,21.484504626365474,1,0.10735344733526658,0.3220738843313029,840.6804054065257,742.7137421637192,0.1498902121414619,0.028013062568651298,1
47,7,13.736561668465495,1,0.1593012085755587,0.20893948214544653,1349.6477000084892,0.0,0.45348948140954476,0.05271378249452277,0
54,12,22.015800074733306,3,0.27049745535261305,0.22790007240040316,1777.3597893451115,1484.6531847072815,0.36540235422901984,0.09408281959913949,1
40,8,16.36073377493441,0,0.3703973017132089,0.42214147746166447,821.423216374271,0.0,0.3636165302986146,0.023006895770963987,0
56,8,31.27828786165656,0,0.2493164301080835,0.1942884951787128,781.8085464415177,0.0,0.23475503149242305,0.009758235579098844,0
32,8,28.46686427168255,0,0.05402363638845192,0.186928111992138,784.2679129886194,843.924034313079,0.376657306938373,0.2629073724113631,1
46,4,14.243549247939876,1,0.37054807658763245,0.21379273096520818,319.751097701637,0.0,0.20837068968067637,0.14345960460413412,0
53,6,25.598297136221454,1,0.4910061210418538,0.1950694510428375,762.5447936385957,0.0,0.06762958463485494,3.001518219485597e-05,0
30,8,21.40442477855925,3,0.20100828147735275,0.20354520757030617,959.6180851406066,0.0,0.028185784900308358,0.007071140492802086,0
49,15,22.64793494004961,3,0.5494185891265012,0.2742298438166048,1269.3635790637932,1192.6367917412138,0.25985819013711337,0.05150706589411245,1
24,10,34.19305356206926,2,0.4303309713254635,0.2775032970569294,800.4589294524526,809.7329991058834,0.09749955306146119,0.030896844044078792,1
39,5,20.521115796384734,0,0.1418762910801795,0.34110925256511904,665.5589025853944,781.5522007193105,0.5161997066980936,0.08181611750453495,1
45,13,57.57414704188075,3,0.2028135845611137,0.46880772155769257,1302.599434461591,1064.1378040614763,0.3164437127032292,0.16160476861381384,1
19,10,25.916781909479113,3,0.25305300698657973,0.21316596758002548,1066.2854374787166,966.9822572995777,0.11695016139352131,0.13321847388097607,1
59,6,23.798739391975705,1,0.2722084911194141,0.2434437921863581,748.0865960009714,630.1847268343225,0.152982871970652,0.03488496342899596,1
23,6,24.28609885809589,1,0.0,0.06620508301750788,1089.694722847975,0.0,0.4915988456264468,0.0361603505649109,0
45,8,15.466508186093822,2,0.18702609426684574,0.12076924087090068,1103.1722051846784,1222.5267943656759,0.2717258519807668,0.08570042959054225,1
45,14,47.52293932073795,2,0.2169548507031578,0.2353788823151908,737.6101664397119,0.0,0.7212722892326103,0.18889903528812046,0
37,11,22.213623271648686,2,0.5835839858041594,0.2963582313524092,1400.093536522897,0.0,0.5864119099040297,0.1612325539014576,0
47,11,31.238816999071894,2,0.3340388439562616,0.29913827762438294,1101.439452085245,900.5063694786404,0.14940457776201432,0.27884455268017116,1
28,6,24.82680454570226,1,0.18029769296089015,0.3117080226191584,823.6629485999475,704.5115088155046,0.5657985148953297,0.04621795804713096,1
45,8,30.94721069177946,2,0.2342203922995999,0.3757466607322837,1038.8666882404382,0.0,0.36445084277098844,0.23334754229193883,0
42,6,19.266110226571442,2,0.36376313281728606,0.42056878108667406,771.6745261768692,0.0,0.26606502982590835,0.02299162876534239,0
56,12,47.11352991635276,3,0.24330692471564808,0.2256603590989768,743.6234759484558,674.3690694848761,0.1345354367506332,0.13492609449360896,1
50,8,15.66786021225639,0,0.2121980716342012,0.16978738709177882,1299.6649834866935,1421.868454221544,0.2734190596141718,0.28228455269802716,1
18,10,20.847581027598867,1,0.21701872424474597,0.31548877598139924,474.34966775831504,402.37666417577964,0.3938836370517144,0.09108714198181297,1
44,8,17.012754997366507,3,0.37195955615624965,0.34338238955856326,1122.8861023998725,1055.097506042997,0.10942977772353903,0.08800349234930363,1
30,9,34.45236599570346,3,0.09274274729747403,0.26358315818215533,683.6127864658524,586.4882599382198,0.4160472495894069,0.012268660962598214,1
58,7,29.210275595335,0,0.13696508860816314,0.23210044651892633,629.8379814718264,0.0,0.1732499148497752,0.012866222007762279,0
20,3,9.56552688396332,1,0.1608532694283873,0.1995833843844595,836.1506787334035,764.2827581313139,0.042718183289448215,0.1103239170620778,1
56,7,30.617404119449183,2,0.13438593237045296,0.24577645558599678,1035.3226112895793,0.0,0.26193384115223006,0.05998232280744128,0
23,7,25.788635275314675,1,0.17645491832179158,0.3190068383783527,747.972168101288,0.0,0.6577017227394616,0.1067558581184556,0
25,13,41.483669519768924,4,0.43452933272873534,0.18317380809329165,891.9092246219404,0.0,0.07030261209556428,0.09677530771565045,0
44,6,20.008629483349125,1,0.4554533821110328,0.1699045194523373,602.4274415254033,639.425552817829,0.2775331596496101,0.06215759413219473,1
26,6,24.29161475843551,1,0.34075605790846114,0.30995931989011893,825.6876575586081,0.0,0.15517806934584924,0.04326609110241079,0
54,7,12.393794855838777,1,0.3322219164364695,0.16519553052889013,1379.1344164053119,1204.8863057155197,0.03692079204594776,0.10174892643092051,1
50,7,14.028367226966083,1,0.19950270917999535,0.2651163753371163,848.2389794789648,0.0,0.4266525118114795,0.07236487016382195,0
59,10,22.98884951325245,3,0.0,0.2598211882690989,1269.578195801565,1522.9800412581062,0.3288152566258976,0.12041995448131391,1
41,13,54.396258383621785,4,0.32157774498695224,0.2500410763375924,1133.1341139637534,1286.6991553053972,0.22034240938312483,0.06354787289822128,1
32,11,47.68318404698162,2,0.3446604682149175,0.18573419075426645,605.8996841113701,0.0,0.15094992192722953,0.01157925196899539,0
49,6,15.411069872435913,1,0.1989487368574978,0.4233905949596211,1204.517183015466,1409.7964670242857,0.5928595893140146,0.07365617361980088,1
49,11,46.987288458371026,2,0.1385892198082547,0.2898330988352964,931.8924246487661,1051.329376670443,0.42709316381847506,0.010009963315059149,1
41,13,40.8270642377188,3,0.10898766272246188,0.1985592654648544,1131.1890815632123,1056.4149825831682,0.17800309545603565,0.1688005480834237,1
58,5,14.599106162681391,1,0.325145355894838,0.2830936915139814,1060.2643448932436,0.0,0.4098454590771446,0.09804837931395165,0
29,9,35.9846463040992,2,0.31228562475009564,0.43322250864519685,620.6101554957693,0.0,0.20360885838910997,0.14975693646154584,0
56,9,28.244252795917944,1,0.47918344792577705,0.2589512757765012,633.9830033195356,0.0,0.2765310712173174,0.020406824040314825,0
19,8,22.907575172829137,1,0.1791835409864012,0.40333518852479916,810.0817325412794,0.0,0.38744789158857285,0.09511678318021713,0
20,7,10.835233589677028,1,0.2568097513151854,0.1352246064106127,991.1665544428674,0.0,0.0654358806569276,0.24270340546109298,0
54,7,10.770850910482071,2,0.30258008885265597,0.16488508323397172,989.2592504978957,908.7708836205003,0.2891205124835371,0.021501481969887735,1
34,9,30.444967803360456,2,0.21752113824308128,0.035959944183098475,1032.901303878859,1210.7669610784958,0.29982020872031245,0.0989066651100682,1
19,10,17.202507925407485,2,0.4258523866436539,0.44757636572268134,1258.2996111542361,1358.7594389969238,0.3880051937487351,0.10429712423198269,1
19,12,44.530031114505476,4,0.4857219141042812,0.07981435362865452,722.1716493819232,596.4845475389087,0.24676755103297124,0.399941023990253,1
45,12,40.404292678512064,3,0.1341649371930084,0.26742034755127986,1173.3745617011068,995.7787001560602,0.08743734159865953,0.0016927711657530806,1
40,7,20.11232018695524,2,0.2312875229384162,0.4237638298245112,959.1052709480182,0.0,0.33449105767782283,0.04356272087999063,0
54,9,32.66469836401554,1,0.49868324431883393,0.3471163131660042,889.8945577526705,996.2387234022428,0.5738601593229021,0.10864798439937305,1
49,11,49.271354367491796,4,0.3484745953139443,0.2876292664656569,767.3695840196872,857.246003243663,0.2052236396647597,0.11244074693144078,1
50,7,15.67349224628293,1,0.3175817699724328,0.378312362365568,793.7892463657716,0.0,0.15403335474092017,0.1265947868120772,0
18,8,25.369336803534253,2,0.3511860549052058,0.1831612231095357,824.7435689888764,745.0764079566435,0.1571998061166954,0.03874958435399887,1
36,7,28.199974030350972,1,0.39838341644333786,0.3017686012504347,478.4552155297713,0.0,0.44057220218205023,0.13717037068483545,0
19,9,13.955622422573509,1,0.3583745695143374,0.2387352030380837,783.8321488563464,923.0620991379436,0.1352427703120611,0.013859706963585707,1
43,9,18.99472487496783,3,0.33203925188556976,0.23667540787247102,1370.0648583754307,1339.4470378123615,0.07663999026266065,0.17542048987696895,1
49,14,42.88026355871536,2,0.3014362578324194,0.2690588387626221,681.1080808125291,582.2864743854157,0.5060068504696346,0.3990914659480377,1
23,6,18.940428448785006,1,0.5022336460381167,0.3675320486531408,973.6485097961544,0.0,0.16134717830838916,0.018220285743102086,0
49,10,17.58999792157073,3,0.2600573912680948,0.40665397158975825,1375.0549849804436,0.0,0.16899720912361954,0.041586061550225456,0
21,9,24.50059719299314,1,0.30018555264030405,0.22329851298301132,1137.3275181499246,0.0,0.358252896506948,0.00592070740906057,0
28,12,36.71225128750252,4,0.5327990298261622,0.14113076518627352,924.7391733543299,0.0,0.2688417817099045,0.003931968585922093,0
34,8,22.15141677144827,2,0.3488589771896712,0.16804200664254293,1292.0167935863926,0.0,0.11674688839277053,0.028327289902634487,0
55,9,32.416098906702416,3,0.29001213894918093,0.44477948599973327,798.8744476151153,838.9760903217457,0.43539398627616527,0.17318030750316604,1
41,5,19.070458329665513,1,0.39461200299832816,0.3980776447360752,304.7156797901381,0.0,0.2363445704370079,0.10172799254528388,0
22,8,23.046278862162648,2,0.33409343113598344,0.1408719005841995,1100.8352166216089,1244.9551817397166,0.29608600781989713,0.061919092674176876,1
51,9,24.992812651629055,1,0.1891327165605314,0.4161009125833648,774.6780693682387,735.853950957295,0.5120770577710188,0.21664527393000077,1
23,13,47.00918316065879,4,0.33676524370722244,0.17883408074178017,1329.9833224487288,0.0,0.20159870431532695,0.1188874945918658,0
39,9,28.49316368995231,0,0.1786849046511308,0.3164605260857608,796.6376024047349,785.1356448284289,0.33618728708781515,0.23810833022539313,1
28,8,32.89054671873525,2,0.5740158513901944,0.17875921999210126,778.8840749286735,923.3012796577287,0.47545285423156664,0.14553022928425885,1
33,10,29.43438454244019,1,0.33581654249280213,0.46628700027563796,919.371818688126,0.0,0.4695725526590238,0.0114601374653055,0
